Index,Facility_Name,Source_Facility_Type,ODCAF_Facility_Type,Provider,Unit,Street_No,Street_Name,Postal_Code,City,Prov_Terr,Source_Format_Address,CSD_Name,CSDUID,PRUID,Latitude,Longitude
172,Al Green Sculpture Gallery,..,gallery,toronto,..,64,merton st,M4S 1A1,toronto,on,64 merton st,Toronto,3520005,35,43.69698245,-79.39434284
173,"Al Green Theatre, Miles Nadal Jewish Community Centre",..,theatre/performance and concert hall,toronto,..,750,spadina ave,M5S 2J2,toronto,on,750 spadina ave,Toronto,3520005,35,43.66621517,-79.4040655
174,Alameda Branch Library,..,library or archives,saskatchewan,..,200,5th street,S0C 0A0,alameda,sk,200 5th street,Alameda,4701037,47,..,..
175,Alban Classical Artists,charitable/non-profit/religious - charitable/non-profit/religious,artist,prince george,..,212,gillett st,..,prince george,bc,..,Prince George,5953023,59,53.9234734,-122.7750918
176,Alberni Valley Museum,community/regional museum natural history or natural sciences museum,museum,canadian museums association,..,4255,wallace st,V9Y 3Y6,port alberni,bc,4255 wallace st port alberni british columbia v9y 3y6 canada,Port Alberni,5923008,59,49.2512699,-124.7965195
177,Albert Branch,..,library or archives,saskatchewan,..,1401,robinson st,S4P 3Z5,regina,sk,"1401 robinson st, regina sk s4t 2n7",Regina,4706027,47,50.4565452,-104.6235708
178,Albert Campbell,..,library or archives,city of toronto,..,496,birchmount road,M1K 1N8,toronto,on,"496 birchmount road, toronto, on, m1k 1n8",Toronto,3520005,35,43.70801852,-79.26925185
180,Albert County Museum,museums,museum,moncton,..,3940,main st,E4H 3J8,hopewell,nb,3940 main st,Hillsborough,1306025,13,45.92199531,-64.64283339
181,Albert Gilles Copper Art Studio - Boutique And Museum,museum / historic site,museum,province of québec,..,7450,boul ste-anne,G0A 1N0,château richer,qc,"7450, boul. ste-anne",Château-Richer,2421035,24,46.952225,-71.04308
182,Alberta Aviation Museum Association,..,museum,canadian museums association,..,11410,kingsway nw,T5G 0X4,edmonton,ab,11410 kingsway nw edmonton alberta t5g 0x4 canada,Edmonton,4811061,48,53.56571545,-113.5171718
185,Alberta Ballet,..,theatre/performance and concert hall,edmonton,..,10123,99 street nw,..,edmonton,ab,10123 99 street nw,Edmonton,4811061,48,53.54317231,-113.4905765
195,Alberta Beach & District Museum And Archives,community/regional museum human history-archaelogy-anthropology or ethnology interpretation centre,museum,canadian museums association,..,4823,50 avenue,T0E 0A0,alberta beach,ab,4823 -50 avenue alberta beach alberta t0e 0a0 canada,Alberta Beach,4813012,48,53.6801332,-114.350799
197,Alberta Central Live Steamers Society,transportation museum,museum,canadian museums association,..,..,..,T9A 1W9,wetaskiwin,ab,rr #2 wetaskiwin alberta t9a 1w9 canada,Wetaskiwin County No. 10,4811001,48,52.8820447,-113.2971736
199,Alberta Forest Service Museum,community/regional museum,museum,canadian museums association,..,1176,switzer drive,T7V 1V3,hinton,ab,1176 switzer drive hinton alberta t7v 1v3 canada,Hinton,4814019,48,53.4004505,-117.5775021
200,Alberta Museums Association,other,museum,canadian museums association,..,10408,124 street,T5N 1R5,edmonton,ab,suite 404 10408.124 street edmonton alberta t5n 1r5 canada,Edmonton,4811061,48,53.535411,-113.507996
201,Alberta Railway Museum,transportation museum,museum,canadian museums association,..,24215,34 street,T5Y 6B4,edmonton,ab,24215 -34 street edmonton alberta t5y 6b4 canada,Edmonton,4811061,48,53.7021138,-113.382376
202,Alberta Sports Hall of Fame & Museum,museum,museum,red deer,..,6300,cronquist dr,..,red deer,ab,6300 cronquist dr,Red Deer,4808011,48,52.26207835,-113.8540778
204,Alberta Theatre Projects,..,theatre/performance and concert hall,calgary,..,220,9 av se,..,calgary,ab,220 9 av se,Calgary,4806016,48,51.04496079,-114.0594411
205,Alberton Museum,historic site-building or park,museum,canadian museums association,..,457,church st,C0B 1B0,alberton,pe,457 church st. alberton prince edward island c0b 1b0 canada,Alberton,1103052,11,46.8167691,-64.0599094
206,Alberton Twp,..,library or archives,government of ontario,..,3,highway 611 south,P9A 3M2,township of alberton,on,3 highway 611 south rr1b2,..,..,..,..,..
207,Albion,..,library or archives,city of toronto,..,1515,albion road,M9V 1B2,toronto,on,"1515 albion road, toronto, on, m9v 1b2",Toronto,3520005,35,43.73982593,-79.5840963
208,Albion Block,built heritage properties,heritage or historic site,moncton,..,852,main st,..,moncton,nb,852 main st,Moncton,1307022,13,46.08809054,-64.77901613
209,Albion/ Bolton Branch Library,social services,library or archives,peel region,..,150,queen st s,L7E 1E3,bolton,on,150 queen st s,Caledon,3521024,35,43.87631913,-79.73464017
210,Alcoma Community Library,..,library or archives,government of alberta,..,873,ab hwy,T0J 2M0,rainier,ab,hwy 873,Newell County,4802031,48,50.5948448,-111.8970254
211,Alder Flats Buck Lake Public Library,..,library or archives,government of alberta,..,..,..,T0C 0A0,acadia valley,ab,hwy 13 w & 2nd street w,Acadia No. 34,4804001,48,..,..
212,Alder Street Branch,..,library or archives,county of dufferin,..,275,alder st,..,orangeville,on,275 alder st,Orangeville,3522014,35,43.9055,-80.1257
213,Aldergrove Festival Days Society,non profit community events society,festival site,township of langley,..,6795,256 st,..,township of langley,bc,..,Langley,5915001,59,49.12579987,-122.5153837
215,Aldergrove Library,fraser valley regional library,library or archives,government of british columbia,..,26770,29th avenue,V4W 3B8,vancouver,bc,26770-29th avenue,Langley,5915001,59,49.055541,-122.481863
216,Alderlea Estate,culture and heritage facilities and spaces,heritage or historic site,brampton,..,40,elizabeth street s,L6Y 1R1,brampton,on,40 elizabeth street s,Brampton,3521010,35,43.68279994,-79.75851326
217,Alderville Fn,..,library or archives,government of ontario,2,10836,county road,K0K 2X0,roseneath,on,10836 county road 2 p.o. box 46,South Dundas,3501020,35,44.85214442,-75.31426413
218,Alderwood,..,library or archives,city of toronto,..,2,orianna drive,M8W 4Y1,toronto,on,"2 orianna drive, toronto, on, m8w 4y1",Toronto,3520005,35,43.60194444,-79.54725185
219,Alean Freeman Library,branch,library or archives,government of nova scotia,..,5060,highway 210,B0T 1E0,greenfield,ns,5060 highway 210,Queens,1204010,12,44.272282,-64.841687
220,Alert Bay Library-Museum,historical society,museum,canadian museums association,..,118,fir street,V0N 1A0,alert,bc,118 fir street alert bay british columbia v0n 1a0 canada,Alert Bay,5943008,59,50.576798,-126.907369
223,Alex Robertson Public Library,..,library or archives,saskatchewan,..,1222,hildebrand dr,S0J 1L0,la ronge,sk,1222 hildebrand dr,La Ronge,4718041,47,55.106937,-105.2904237
224,Alex Youck School Museum,community/regional museum,museum,canadian museums association,..,1600,4th avenue,S4R 8C8,regina,sk,1600 -4th avenue regina saskatchewan s4r 8c8 canada,Regina,4706027,47,50.46389455,-104.6033547
225,Alexander Bay Public Library,..,library or archives,government of newfoundland and labrador,..,..,..,..,..,nl,..,Glovertown,1007044,10,48.67043931,-54.03361387
226,Alexander Calhoun Library,..,library or archives,calgary,..,3223,14 st sw,T2T 3V8,calgary,ab,"3223 14 st sw (51.0255318, -114.0947876)",Calgary,4806016,48,51.0255318,-114.0947876
227,Alexander Doyle Public Library,branch,library or archives,government of nova scotia,..,11156,highway rte,B0E 1X0,mabou,ns,11156 highway rte 19,"Inverness, Subd. B",1215006,12,46.062245,-61.408879
228,Alexander Graham Bell National Historic Site,historic site-building or park,heritage or historic site,canadian museums association,..,559,chebucto street,B0E 1B0,baddeck,ns,559 chebucto street baddeck nova scotia b0e 1b0 canada,"Victoria, Subd. B",1218001,12,46.1035236,-60.74514692
229,Alexis Creek,cariboo regional district library system,library or archives,government of british columbia,..,7651,yells road,V0L 1A0,gibsons,bc,7651 yells road,Cariboo K,5941041,59,52.08521,-123.276801
230,Alfred & Plantagenet Twp,..,library or archives,government of ontario,..,1963,rue de l'hôtel de ville,K0B 1J0,lefaivre,on,1963 rue de l'hôtel de ville c.p. 10,..,..,..,..,..
231,Algoma University Wishart Library,..,library or archives,canadian museums association,..,1520,queen street east,P6A 2G4,sault ste-marie,on,1520 queen street east sault ste. marie ontario p6a 2g4 canada,Sault Ste. Marie,3557061,35,46.50014335,-84.28819251
232,Algonquin College Museum,other,museum,canadian museums association,..,..,..,K2G 1V8,nepean,on,applied museum studies program nepean ontario k2g 1v8 canada,Ottawa,3506008,35,..,..
233,Algonquin Commons Theatre,performance spaces,theatre/performance and concert hall,ottawa,..,1385,woodroffe ave,K2G 1V8,ottawa,on,1385 woodroffe ave,Ottawa,3506008,35,45.34974747,-75.75613051
234,Algonquin Culture & Heritage Centre,keeping house or native culture centre,art or cultural centre,canadian museums association,..,1674,mishomis road,K0J 1X0,golden,on,1674 mishomis road golden lake ontario k0j 1x0 canada,Niagara-on-the-Lake,3526047,35,43.25281421,-79.10324617
235,Algonquin Logging Museum,natural history or natural sciences museum,museum,canadian museums association,..,..,..,K0J 2M0,whitney,on,algonquin provincial park whitney ontario k0j 2m0 canada,"Nipissing, Unorganized, South Part",3548091,35,45.65713555,-78.49953864
236,Algonquins of Pikwakanagan Fn,..,library or archives,government of ontario,..,1657,mishomis,K0J 1X0,golden lake,on,1657 a mishomis inamo,Pikwakanagan (Golden Lake 39),3547037,35,..,..
237,Aliant Tower,built heritage properties,heritage or historic site,moncton,..,27,alma st,..,moncton,nb,27 alma st,Moncton,1307022,13,46.08988718,-64.776582
238,Alice B. Donahue Library And Archives,..,library or archives,government of alberta,..,4716,48 street,T9S 1R2,athabasca,ab,4716 - 48 street,Athabasca,4813048,48,..,..
239,Alice Melnyk Public Library,..,library or archives,government of alberta,..,5009,diefenbaker avenue,T0B 4K0,alder flats,ab,5009 diefenbaker avenue,..,..,48,..,..
240,Alice Munro Public Library,library,library or archives,huron county,..,281,edward st,..,wingham,on,"281 edward st, wingham, on",North Huron,3540055,35,43.88769794,-81.31309579
241,Alice Turner Branch Library,..,library or archives,city of saskatoon,..,110,nelson road,..,saskatoon,sk,110 nelson road,Saskatoon,4711066,47,52.1501593,-106.5659102
243,Alida Community Delivery Site,..,library or archives,saskatchewan,..,..,..,S0C 0B0,alida,sk,..,Alida,4701041,47,..,..
244,Alison Milne Gallery,..,gallery,toronto,..,198,walnut ave,M6J 2N6,toronto,on,198 walnut ave,Toronto,3520005,35,43.64509611,-79.41142637
245,Alix Goolden Performance Hall,performance space - indoor venue,theatre/performance and concert hall,victoria,..,..,..,..,victoria,bc,..,Victoria,5917034,59,48.42726366,-123.3583583
246,Alix Public Library,..,library or archives,government of alberta,..,4928,50 street,T0C 0B0,alix,ab,4928 - 50 street,Alix,4808034,48,..,..
247,Alix Wagon Wheel Museum,community/regional museum historical society,museum,canadian museums association,..,4912,50th street,T0C 0B0,alix,ab,4912-50th street alix alberta t0c 0b0 canada,Alix,4808034,48,..,..
248,Allan Branch Library,..,library or archives,saskatchewan,..,216,main st,S0K 0C0,allan,sk,216 main st,Allan,4711072,47,..,..
249,Allan Gardens Conservatory,historic site-building or park,heritage or historic site,canadian museums association,..,19,horticultural avenue,M5A 2P2,toronto,on,19 horticultural avenue toronto ontario m5a 2p2 canada,Toronto,3520005,35,43.6612369,-79.3749689
250,Allan Macpherson House (The),historic site-building or park,heritage or historic site,canadian museums association,..,180,elizabeth street,K7R 1B5,napanee,on,180 elizabeth street napanee ontario k7r 1b5 canada,Greater Napanee,3511015,35,44.2538229,-76.94553515
251,Allen Sapp Gallery,art gallery,gallery,canadian museums association,..,1,railway ave e,S9A 2Y6,north-battleford,sk,1 railway ave e po box 460 north battleford saskatchewan s9a 2y6 canada,North Battleford,4716029,47,52.7717567,-108.297712
252,Alliance And District Museum Society,historical society other,museum,canadian museums association,..,..,..,T0B 0A0,alliance,ab,po box 101 alliance alberta t0b 0a0 canada,Alliance,4807032,48,52.4335554,-111.7832364
253,Alliance Culturelle De L'Ontario,arts,miscellaneous,ottawa,..,..,..,..,ottawa,on,..,Ottawa,3506008,35,45.43652948,-75.66108797
254,Alliance For Arts And Culture,museum/gallery,museum,vancouver,..,938,howe st,V6Z 1N9,vancouver,bc,938 howe st vancouver bc v6z 1n9,Vancouver,5915022,59,49.2803099,-123.1228359
255,Alliance Francaise De Toronto (Pierre-Leon Downtown Gallery),..,gallery,toronto,..,24,spadina rd,M5R 2S7,toronto,on,24 spadina rd,Toronto,3520005,35,43.66877533,-79.40519291
256,Alliance of Natural History Museums of Canada,science & nature,museum,canadian museums association,..,1740,chemin pink,J9J 3N7,gatineau,qc,1740 chemin pink gatineau québec j9j 3n7 canada,Gatineau,2481017,24,45.4423679,-75.810958
257,Alliance Public Library,..,library or archives,government of alberta,..,101,1 street e,T0B 0A0,two hills,ab,101 - 1 street e,Two Hills,4810052,48,..,..
258,Allie Griffin Art Gallery,art gallery,gallery,canadian museums association,..,45,bison avenue north,S4H 2A1,weyburn,sk,45 bison avenue north weyburn saskatchewan s4h 2a1 canada,Wellington No. 97,4702073,47,50.032057,-103.7263745
259,Allsorts Gallery,..,gallery,hamilton,..,244,ottawa street north,L8H 3Z7,hamilton,on,"244 ottawa street north, hamilton, on l8h 3z7",Hamilton,3525005,35,43.249463,-79.816933
260,Alnwick/Haldimand Twp,..,library or archives,government of ontario,..,..,..,K0K 2G0,grafton,on,..,Alnwick/Haldimand,3514024,35,44.0974417,-78.04760303
261,Alta Vista,..,library or archives,city of ottawa,..,2516,alta vista,K1V 7T1,ottawa,on,2516 alta vista,Ottawa,3506008,35,45.378121,-75.661651
262,Alton Branch Library,social services,library or archives,peel region,..,35,station st,L7K 0E2,alton,on,35 station st,Caledon,3521024,35,43.85880192,-80.06414697
264,Alumnae Theatre,..,theatre/performance and concert hall,toronto,..,70,berkeley st,M5A 2W6,toronto,on,70 berkeley st,Toronto,3520005,35,43.65275069,-79.36495421
265,Aluna Theatre,..,theatre/performance and concert hall,toronto,..,1,wiltshire ave,M6N 2V7,toronto,on,1 wiltshire ave,Toronto,3520005,35,43.66750441,-79.44976222
266,Alvena Public Library,..,library or archives,saskatchewan,..,101,main st,S0K 0E0,alvena,sk,101 main st business/commerce complex,Alvena,4715038,47,..,..
267,Amaranth Twp,..,library or archives,government of ontario,..,374028,6th line,L9W 0M6,amaranth,on,374028 6th line,Amaranth,3522008,35,43.95100735,-80.22494564
268,Amelia Douglas Gallery,..,gallery,new westminster,..,..,..,..,new-westminster,bc,..,New Westminster,5915029,59,49.20354979,-122.9128583
269,Ameliasburgh Historical Museum & Pioneer Village,community/regional museum,museum,canadian museums association,..,517,19 county road,K0K 1A0,ameliasburgh,on,517 county road 19 ameliasburgh ontario k0k 1a0 canada,Prince Edward County,3513020,35,44.0634989,-77.3990954
270,Amesbury Park,..,library or archives,city of toronto,..,1565,lawrence ave w,M6L 1A8,toronto,on,"1565 lawrence ave. w., toronto, on, m6l 1a8",Toronto,3520005,35,43.70645556,-79.48572593
271,Amherstburg Freedom Museum,community/regional museum historic site-building or park human history-archaelogy-anthropology or ethnology,museum,canadian museums association,..,277,king street,N9V 2C7,amherstburg,on,277 king street amherstburg ontario n9v 2c7 canada,Amherstburg,3537028,35,42.10126025,-83.1057214
272,Amisk Public Library,..,library or archives,government of alberta,..,5005,50 street,T0B 0B0,alliance,ab,5005 - 50 street,Alliance,4807032,48,..,..
273,Amos Seaman School Museum,community/regional museum exhibition or cultural centre,museum,canadian museums association,..,5518,barronsfield road,B0L 1G0,minudie,ns,5518 barronsfield road minudie nova scotia b0l 1g0 canada,"Cumberland, Subd. A",1211001,12,45.77543323,-64.34872225
274,Amphithéâtre Fernand-Lindsay,auditorium / theatre,theatre/performance and concert hall,province of québec,..,1655,boul base-de-roc,J6E 0L1,joliette,qc,"1655, boul. base-de-roc",Joliette,2461025,24,46.005444,-73.414345
275,An Drochaid-The Bridge Museum,exhibition or cultural centre,museum,canadian museums association,..,11513,19 hwy,B0E 1X0,mabou,ns,11513 hwy 19 mabou nova scotia b0e 1x0 canada,"Inverness, Subd. B",1215006,12,46.07212795,-61.39191671
